Season (raw),Hero (raw),Role (raw),Assists (raw),Assists - Most in Game (raw),Critical Hit Damage (raw),Critical Hit Damage - Most in Game (raw),Critical Hit Kills (raw),Critical Hit Kills - Most in Game (raw),Critical Hits (raw),Critical Hits - Most in Game (raw),Critical Hits - Most in Life (raw),Damage Done (raw),Damage Done - Most in Game (raw),Damage Done - Most in Life (raw),Deaths (raw),Defensive Assists (raw),Defensive Assists - Most in Game (raw),Eliminations (raw),Eliminations - Most in Game (raw),Eliminations - Most in Life (raw),Final Blows (raw),Final Blows - Most in Game (raw),Games Played (raw),Games Tied (raw),Games Won (raw),Healing Accuracy - Best in Game (raw),Healing Done (raw),Healing Done - Most in Game (raw),Hero Damage Done (raw),Hero Damage Done - Most in Game (raw),Hero Damage Done - Most in Life (raw),Hero Wins (raw),Kill Streak - Best (raw),Melee Kills (raw),Obj Contest Time (raw),Obj Contest Time - Most in Game (raw),Objective Kills (raw),Objective Kills - Most in Game (raw),Objective Time (raw),Objective Time - Most in Game (raw),Offensive Assists (raw),Offensive Assists - Most in Game (raw),Scoped Accuracy - Best in Game (raw),Scoped Critical Hit Kills (raw),Scoped Critical Hits (raw),Scoped Critical Hits - Most in Game (raw),Self Healing (raw),Self Healing - Most in Game (raw),Solo Kills (raw),Solo Kills - Most in Game (raw),Time Played (raw),Time Spent on Fire (raw),Time Spent on Fire - Most in Game (raw),Ultimate Damage (raw),Weapon Accuracy - Best in Game (raw)
Season 07,Brigitte,Support,1,2,0,0,0,0,0,0,0,231,231,231,1,2,2,1,1,1,0,0,0,0,0,0,991,991,196,196,196,0,1,0,2,2,0,0,2,2,0,0,0,0,0,0,92,0,0,0,79,0,0,0,0
Season 07,Cassidy,Damage,41,0,0,0,4,2,66,12,6,"67,127","14,164","10,182",50,0,0,101,28,16,60,14,7,0,2,0,0,0,"55,861","10,530","6,402",2,16,0,272,105,41,9,315,105,0,0,0,0,0,0,0,0,3,1,"4,176",581,75,0,0
Season 07,Doomfist,Tank,37,16,0,0,2,1,338,149,48,"36,652","14,842","3,254",26,0,0,59,34,10,22,10,3,0,2,0,0,0,"31,977","12,628","3,110",2,10,0,297,109,27,15,333,133,0,0,0,0,0,0,0,0,0,0,"2,109",263,40,0,0
Season 07,Hanzo,Damage,185,12,0,0,123,12,256,27,11,"246,335","18,154","9,446",135,0,0,483,35,18,298,29,20,0,10,0,0,0,"205,908","15,966","7,277",10,18,0,557,76,183,18,"1,883",207,0,0,0,0,0,0,0,0,56,6,"14,915","2,423",54,0,0
Season 07,Illari,Support,9,4,0,0,2,1,12,5,5,"7,932","2,131","1,254",14,0,0,17,5,5,8,4,2,0,0,0,"16,350","4,245","6,224","1,893","1,107",0,5,0,24,8,4,2,78,55,1,1,0,0,0,0,"1,001",415,1,1,"1,140",59,24,"1,052",1
Season 07,Kiriko,Support,25,39,0,0,5,2,23,7,5,"10,829","2,712",917,61,178,39,36,7,4,11,3,10,0,6,0,"108,534","20,101","8,729","2,465",715,6,4,0,531,182,19,4,911,182,57,18,0,0,0,0,0,0,1,1,"6,210",360,39,0,1
Season 07,Lifeweaver,Support,13,23,0,0,2,1,54,15,11,"3,987","1,007",697,30,96,24,21,6,4,8,3,5,0,2,0,"57,857","16,146","3,040",823,529,2,4,0,185,81,13,4,282,89,0,0,0,0,0,0,"3,210","1,236",0,0,"3,397",186,36,0,1
Season 07,Lúcio,Support,1,2,0,0,0,0,0,0,0,30,30,30,1,1,1,1,1,1,0,0,1,0,1,0,537,537,30,30,30,1,1,0,5,5,0,0,5,5,1,1,0,0,0,0,44,44,0,0,262,0,0,0,0
Season 07,Mei,Damage,11,8,0,0,0,0,0,0,0,"49,593","20,153","11,400",12,0,0,21,15,7,10,6,2,0,0,0,"2,001","1,001","11,118","6,211","2,781",0,7,0,49,16,5,3,63,17,10,8,0,0,0,0,"2,001","1,001",0,0,952,142,29,0,1
Season 07,Mercy,Support,2,16,0,0,0,0,2,2,1,670,413,273,15,34,13,4,2,1,2,1,1,0,1,0,"19,489","9,016",550,413,273,1,1,0,25,15,0,0,140,114,16,7,0,0,0,0,918,453,0,0,"1,266",60,15,0,0
Season 07,Moira,Support,48,24,0,0,0,0,0,0,0,"16,401","7,801","2,555",16,57,29,61,27,13,13,7,2,0,0,0,"39,272","20,621","15,562","7,076","2,502",0,13,0,65,29,21,9,87,45,0,0,0,0,0,0,"6,359","3,085",0,0,"1,904",166,42,0,0
Season 07,Orisa,Tank,2,2,0,0,0,0,14,14,12,"1,463","1,463",981,3,0,0,2,2,1,0,0,0,0,0,0,0,0,"1,463","1,463",981,0,1,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,189,0,0,0,0
Season 07,Ramattra,Tank,7,0,0,0,0,0,138,84,76,"16,935","9,345","8,528",7,0,0,19,10,9,12,7,1,0,0,0,99,75,"12,748","7,038","6,549",0,9,0,52,27,9,5,182,101,0,0,0,0,0,0,0,0,0,0,733,119,26,0,0
Season 07,Reaper,Damage,15,0,0,0,7,3,450,143,101,"25,778","9,013","4,577",13,0,0,37,8,7,22,8,2,0,1,0,"3,084","1,191","18,904","6,340","4,339",1,7,0,366,156,21,7,427,156,0,0,0,0,0,0,"3,084","1,191",6,4,"1,327",184,45,0,0
Season 07,Reinhardt,Tank,2,0,0,0,0,0,0,0,0,"1,253","1,253",756,2,0,0,2,2,2,0,0,0,0,0,0,0,0,"1,253","1,253",756,0,2,0,71,71,1,1,71,71,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0
Season 07,Sigma,Tank,34,3,0,0,0,0,0,0,0,"43,248","17,471","5,955",14,0,0,64,23,12,30,12,3,0,2,0,0,0,"37,482","15,942","4,947",2,12,0,212,92,36,13,468,211,3,0,0,0,0,0,0,0,1,1,"1,990",398,42,0,1
Season 07,Sojourn,Damage,11,1,0,0,0,0,43,25,16,"13,569","6,452","3,680",9,0,0,15,9,7,4,2,1,0,0,0,0,0,"10,983","5,651","3,527",0,7,0,71,63,6,5,74,63,0,0,0,0,0,0,0,0,0,0,666,61,51,0,0
Season 07,Soldier: 76,Damage,112,7,0,0,3,1,263,38,19,"119,848","12,199","6,527",58,39,8,221,28,15,109,15,9,0,5,0,"16,266","2,017","98,447","10,787","5,782",5,15,0,498,125,96,15,890,202,0,0,0,0,0,0,"9,017","1,126",8,1,"5,970",935,57,0,0
Season 07,Sombra,Damage,28,11,0,0,1,1,80,36,27,"12,553","5,910","3,393",8,0,0,44,24,13,16,10,2,0,1,0,408,204,"11,562","5,760","3,122",1,13,0,54,25,25,10,127,65,23,11,0,0,0,0,0,0,2,1,"1,094",192,35,0,0
Season 07,Symmetra,Damage,19,5,0,0,0,0,0,0,0,"23,147","6,364","2,818",17,0,0,31,11,7,12,7,2,0,0,0,72,32,"19,386","5,716","2,430",0,7,0,82,37,11,4,94,37,0,0,0,0,0,0,0,0,0,0,"1,459",104,32,0,1
Season 07,Widowmaker,Damage,0,0,0,0,0,0,1,1,1,459,459,391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,459,459,391,0,0,0,5,5,0,0,13,13,0,0,1,0,0,0,0,0,0,0,52,0,0,0,1
Season 07,Wrecking Ball,Tank,1,1,0,0,0,0,2,2,2,651,651,651,1,0,0,1,1,1,0,0,0,0,0,0,0,0,526,526,526,0,1,0,18,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
Season 07,Zarya,Tank,1,1,0,0,0,0,0,0,0,396,396,396,1,2,2,2,2,2,2,2,0,0,0,0,0,0,396,396,396,0,2,0,40,40,2,2,40,40,0,0,0,0,0,0,0,0,0,0,85,18,17,0,0
Season 07,Zenyatta,Support,4,5,0,0,1,1,3,3,2,"2,254","2,254","1,280",2,7,7,7,7,4,3,3,0,0,0,0,"1,877","1,877","1,918","1,918",974,0,4,0,11,11,3,3,55,55,3,3,0,0,0,0,53,53,0,0,198,9,8,0,0
Season 08,Ana,Support,93,33,0,0,0,0,0,0,0,"44,971","5,985","2,561",84,181,30,119,20,6,26,5,15,0,6,0,"139,495","15,155","34,723","4,133","2,093",6,6,0,536,152,58,10,"1,235",179,110,19,1,0,0,0,"2,293",363,0,0,"9,880","1,148",89,0,0
Season 08,Ashe,Damage,216,9,0,0,53,4,321,21,8,"302,759","19,421","6,189",176,0,0,480,31,15,264,22,22,0,14,0,0,0,"258,454","15,154","5,682",14,15,0,551,99,149,11,"1,940",197,0,0,1,50,260,18,0,0,34,5,"16,047","2,419",59,0,1
Season 08,Baptiste,Support,49,34,0,0,2,1,52,17,10,"22,460","4,493","3,409",57,129,32,60,18,15,11,3,9,0,4,1,"86,663","19,895","16,773","4,446","3,409",4,15,0,139,27,24,10,262,109,21,7,0,0,0,0,"6,782","1,496",1,1,"5,264",425,36,0,1
Season 08,Bastion,Damage,82,2,0,0,5,1,77,11,7,"106,178","14,429","8,010",52,0,0,158,27,11,76,13,6,0,3,0,0,0,"75,575","8,421","4,653",3,11,0,276,73,68,16,756,196,0,0,0,0,0,0,0,0,5,2,"4,881",931,88,0,1
Season 08,Brigitte,Support,4,5,0,0,0,0,0,0,0,"5,243","2,575","1,689",10,9,5,5,4,4,0,0,1,0,0,0,"9,342","4,702","4,458","2,000","1,479",0,4,0,51,49,2,2,57,52,3,0,0,0,0,0,"1,470",0,1,1,608,52,24,0,0
Season 08,Cassidy,Damage,120,4,0,0,27,4,135,20,9,"145,451","13,529","7,258",83,0,0,265,32,11,145,16,13,0,7,0,0,0,"125,873","11,863","5,274",7,11,0,430,87,104,15,571,91,0,0,0,0,0,0,0,0,11,3,"8,508","1,346",44,0,1
Season 08,Doomfist,Tank,36,4,0,0,6,2,289,83,29,"39,163","9,559","3,975",30,0,0,63,16,6,27,7,4,0,2,0,"1,139",299,"33,517","9,368","3,905",2,6,0,412,123,25,6,503,123,0,0,0,0,0,0,0,0,3,1,"2,671",298,39,0,0
Season 08,Echo,Damage,8,0,0,0,2,2,32,32,10,"6,046","6,046","2,330",5,0,0,16,16,7,8,8,1,0,0,0,0,0,"6,046","6,046","2,330",0,7,0,19,19,2,2,70,70,0,0,0,0,0,0,0,0,1,1,460,57,26,0,0
Season 08,Genji,Damage,4,0,0,0,0,0,3,3,2,"3,504","3,504","2,004",2,0,0,5,5,3,1,1,0,0,0,0,0,0,"2,548","2,548","1,522",0,3,0,13,13,2,2,15,15,0,0,0,0,0,0,0,0,0,0,155,48,23,0,0
Season 08,Hanzo,Damage,124,11,0,0,115,9,276,34,9,"221,213","17,854","6,763",143,0,0,388,32,14,264,21,22,0,10,0,0,0,"180,665","14,969","5,726",10,14,0,245,34,107,12,"1,329",162,0,0,0,0,0,0,0,0,63,8,"14,491","2,059",50,0,0
Season 08,Illari,Support,9,3,0,0,1,1,12,5,5,"7,187","2,528","1,479",11,0,0,15,7,4,6,3,2,0,1,0,"18,220","7,053","6,316","2,453","1,392",1,4,0,41,14,3,3,62,23,1,1,0,0,0,0,"1,012",432,1,1,"1,044",25,24,961,1
Season 08,Junker Queen,Tank,30,5,0,0,8,3,328,123,64,"38,448","9,577","5,335",16,0,0,71,21,11,41,13,3,0,1,0,"8,125","2,286","34,369","8,827","4,901",1,11,0,240,131,25,11,275,135,0,0,0,0,0,0,"8,125","2,286",4,3,"1,827",431,41,0,1
Season 08,Junkrat,Damage,42,6,0,0,0,0,0,0,0,"71,133","13,296","7,696",24,0,0,106,18,18,63,12,6,0,5,0,0,0,"53,613","8,931","7,307",5,18,0,119,26,28,9,149,30,26,6,0,0,0,0,0,0,19,5,"3,739",615,41,0,0
Season 08,Kiriko,Support,52,41,0,0,14,4,54,8,5,"20,159","2,425","1,261",67,333,42,87,15,6,35,7,15,1,8,0,"208,201","21,552","17,054","2,425",718,8,6,0,507,100,43,6,"1,285",258,122,17,0,0,0,0,0,0,1,1,"10,112","1,436",56,0,1
Season 08,Lifeweaver,Support,42,38,0,0,3,1,176,55,53,"11,647","1,561","1,279",71,404,38,58,8,7,16,3,16,0,9,0,"244,533","23,148","10,067","1,465","1,183",9,7,0,249,41,30,4,"1,177",143,0,0,0,0,0,0,"11,979","1,113",0,0,"12,108","1,340",47,0,1
Season 08,Lúcio,Support,29,14,0,0,1,1,29,9,6,"7,130","3,195","1,386",11,30,10,36,14,8,7,3,2,0,2,0,"19,628","6,686","6,576","2,856","1,236",2,8,0,56,17,7,3,70,23,24,9,0,0,0,0,"3,907","1,772",0,0,"1,340",151,39,0,0
Season 08,Mauga,Tank,0,0,178,178,0,0,11,11,11,655,655,655,1,0,0,0,0,0,0,0,0,0,0,0,49,49,487,487,487,0,0,0,8,8,0,0,8,8,0,0,0,0,0,0,49,49,0,0,72,0,0,0,0
Season 08,Mei,Damage,152,13,0,0,0,0,0,0,0,"445,844","33,779","24,479",86,0,0,279,24,12,127,13,14,0,5,0,"15,223","1,361","110,046","9,122","5,658",5,12,0,"1,163",219,128,18,"1,544",219,84,13,0,0,0,0,"15,223","1,361",13,2,"9,042","1,817",71,0,1
Season 08,Mercy,Support,12,36,0,0,4,2,20,7,7,"3,285",960,960,53,229,34,19,6,4,7,2,9,0,4,0,"127,437","22,133","2,919",914,710,4,4,0,223,45,7,4,570,110,102,16,0,0,0,0,"7,866","1,226",1,1,"7,180","1,725",62,0,0
Season 08,Moira,Support,302,30,0,0,0,0,0,0,0,"114,006","9,824","3,693",129,476,35,407,30,14,105,10,22,0,11,0,"309,472","23,739","102,522","8,866","3,541",11,14,0,"1,000",133,189,15,"1,695",332,0,0,0,0,0,0,"39,233","2,953",6,2,"14,627","2,412",72,0,0
Season 08,Orisa,Tank,14,2,0,0,0,0,76,41,17,"17,790","8,756","4,247",10,0,0,25,9,6,11,4,1,0,1,0,0,0,"14,165","6,590","3,108",1,6,0,156,74,18,7,259,155,4,2,0,0,0,0,0,0,1,1,824,106,32,0,0
Season 08,Pharah,Damage,0,0,0,0,0,0,0,0,0,175,175,156,2,0,0,0,0,0,0,0,0,0,0,0,0,0,175,175,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0
Season 08,Ramattra,Tank,11,1,0,0,0,0,147,60,42,"16,065","8,256","4,297",12,0,0,25,12,6,14,8,2,0,0,0,367,341,"14,692","8,043","3,586",0,6,0,192,168,11,6,227,168,3,1,0,0,0,0,0,0,1,1,"1,001",141,71,0,0
Season 08,Reaper,Damage,81,1,0,0,11,3,"1,287",173,87,"90,175","12,618","8,301",46,0,0,168,23,10,87,15,8,0,4,0,"13,496","2,138","72,576","10,661","4,598",4,10,0,378,112,58,12,601,112,0,0,0,0,0,0,"13,496","2,138",13,2,"4,676",697,32,0,0
Season 08,Reinhardt,Tank,3,0,0,0,0,0,0,0,0,"8,714","5,236","2,109",8,0,0,9,6,4,6,3,1,0,0,0,0,0,"6,828","3,605","1,432",0,4,0,30,30,3,3,64,41,0,0,0,0,0,0,0,0,1,1,502,45,18,0,0
Season 08,Roadhog,Tank,4,1,0,0,0,0,13,13,13,"3,262","3,220","3,220",1,0,0,6,6,6,1,1,0,0,0,0,"1,885","1,741","2,217","2,174","2,174",0,6,0,45,45,5,5,53,53,1,1,0,0,0,0,"1,885","1,741",0,0,204,32,17,0,0
Season 08,Sigma,Tank,177,9,0,0,0,0,0,0,0,"167,255","18,295","7,410",58,0,0,298,39,15,121,14,12,0,6,0,0,0,"138,322","15,874","5,476",6,15,0,"1,363",175,159,22,"2,068",254,50,0,0,0,0,0,0,0,5,2,"7,940","1,857",68,0,1
Season 08,Sojourn,Damage,18,4,0,0,0,0,96,27,14,"20,223","4,607","3,506",12,0,0,31,9,6,13,5,2,0,1,0,0,0,"17,326","3,818","2,868",1,6,0,49,18,10,4,54,18,0,0,0,0,0,0,0,0,0,0,"1,500",80,20,0,0
Season 08,Soldier: 76,Damage,272,5,0,0,26,2,796,34,26,"339,107","14,390","8,402",189,66,6,566,29,14,294,16,27,0,13,0,"46,447","2,056","275,997","10,591","6,183",13,14,0,634,164,198,14,"1,040",164,0,0,0,0,0,0,"27,065","1,165",40,4,"17,954","2,703",49,0,0
Season 08,Sombra,Damage,71,9,0,0,11,3,268,43,17,"48,400","5,827","3,232",47,0,0,125,15,13,54,7,7,0,2,0,"1,461",455,"44,806","5,719","2,896",2,13,0,259,44,50,7,459,91,63,9,0,0,0,0,0,0,6,2,"4,672",502,36,0,1
Season 08,Symmetra,Damage,19,3,0,0,0,0,0,0,0,"26,780","8,728","7,251",15,0,0,31,11,9,12,5,2,0,0,0,109,79,"21,680","6,900","6,643",0,9,0,50,30,8,4,50,30,0,0,0,0,0,0,0,0,2,2,"1,490",306,45,0,0
Season 08,Torbjörn,Damage,11,0,0,0,2,1,14,7,5,"11,686","5,304","3,457",5,0,0,19,12,7,8,6,1,0,1,0,0,0,"8,462","4,042","2,798",1,7,0,26,17,9,6,36,21,0,0,0,0,0,0,0,0,2,1,680,122,45,0,0
Season 08,Tracer,Damage,46,0,0,0,5,2,453,130,50,"37,935","9,049","4,427",35,0,0,89,22,10,43,15,5,0,1,0,0,0,"33,175","9,011","3,056",1,10,0,199,83,31,10,265,92,0,0,0,0,0,0,"3,107",669,5,3,"3,210",396,27,0,0
Season 08,Widowmaker,Damage,35,7,0,0,34,5,71,11,8,"39,078","6,045","3,730",31,0,0,94,19,9,59,11,5,0,2,0,0,0,"34,905","5,925","3,559",2,9,0,7,3,21,7,134,52,0,0,1,33,53,9,0,0,16,3,"3,613",360,36,0,1
Season 08,Winston,Tank,8,3,0,0,0,0,0,0,0,"5,781","5,193","4,029",4,0,0,8,8,7,0,0,1,0,0,0,0,0,"4,954","4,370","3,310",0,7,0,103,93,3,3,103,93,0,0,0,0,0,0,0,0,0,0,389,79,26,0,1
Season 08,Zarya,Tank,6,4,0,0,0,0,0,0,0,"5,634","4,899","2,437",6,2,2,6,6,3,0,0,0,0,0,0,0,0,"5,248","4,513","2,141",0,3,0,70,70,6,6,72,72,2,2,0,0,0,0,0,0,0,0,351,30,15,0,1
Season 08,Zenyatta,Support,28,23,0,0,2,1,21,8,5,"22,470","5,323","3,225",20,70,25,40,12,7,12,5,3,0,2,0,"23,025","6,911","18,245","4,311","2,319",2,7,0,106,45,14,10,149,45,35,14,0,0,0,0,"1,084",297,2,2,"1,938",329,33,0,0
Season 09,Ana,Support,137,30,0,0,0,0,0,0,0,"69,165","5,843","2,291",115,246,26,166,15,8,29,5,16,0,6,0,"207,377","20,655","52,435","4,820","1,779",6,8,0,296,55,72,11,"1,621",274,161,18,1,0,0,0,"4,445",460,0,0,"12,888","1,649",47,0,0
Season 09,Ashe,Damage,254,14,0,0,45,6,447,32,14,"311,728","21,248","10,711",130,0,0,471,36,16,216,16,18,0,9,0,0,0,"268,117","19,649","8,359",9,16,0,288,42,149,20,"1,011",184,0,0,1,40,338,23,0,0,32,5,"14,067","2,509",54,0,1
Season 09,Baptiste,Support,185,34,0,0,26,4,488,43,18,"119,325","7,990","3,692",147,485,34,297,22,10,112,9,24,1,14,1,"288,532","20,944","99,037","7,265","3,230",14,10,0,564,122,126,13,"1,715",188,66,9,0,0,0,0,"21,054","1,698",6,3,"16,899","2,517",58,0,0
Season 09,Bastion,Damage,166,6,0,0,13,4,284,30,18,"263,485","31,604","11,360",99,0,0,345,38,17,179,21,13,0,5,0,0,0,"194,432","18,505","7,852",5,17,0,370,133,147,23,"1,391",205,0,0,0,0,0,0,0,0,19,3,"9,793","2,191",75,0,1
Season 09,Brigitte,Support,12,14,0,0,0,0,0,0,0,"5,925","2,056","1,000",16,30,15,17,7,5,5,2,1,0,1,0,"15,008","4,053","5,238","1,876",849,1,5,0,41,13,3,2,47,13,9,0,0,0,0,0,"1,954",0,1,1,"1,045",95,60,0,0
Season 09,Cassidy,Damage,230,4,0,0,44,4,374,22,15,"294,649","15,869","9,096",173,0,0,504,31,24,274,21,26,0,12,0,0,0,"263,174","13,441","8,456",12,24,0,762,136,188,16,"1,065",136,0,0,0,0,0,0,0,0,35,6,"16,143","2,999",59,0,1
Season 09,D.Va,Tank,126,19,0,0,10,2,"3,800",680,314,"125,746","29,806","8,526",43,0,0,221,56,21,94,30,7,0,4,0,0,0,"101,953","23,665","6,361",4,21,0,638,148,57,11,"1,121",281,0,0,0,0,0,0,0,0,10,4,"5,467","1,392",50,0,0
Season 09,Doomfist,Tank,50,8,0,0,9,3,495,130,73,"48,869","10,427","6,520",23,0,0,86,24,12,35,10,4,0,3,0,"1,305",462,"42,922","9,862","5,955",3,12,0,185,33,33,8,399,88,0,0,0,0,0,0,0,0,3,2,"2,206",489,83,0,0
Season 09,Echo,Damage,53,3,0,0,4,1,302,67,43,"70,952","15,248","9,845",32,0,0,106,24,12,53,12,6,0,4,0,"1,700",791,"60,561","10,277","8,255",4,12,0,135,31,35,9,255,56,0,0,0,0,0,0,0,0,4,1,"3,648",557,44,0,0
Season 09,Genji,Damage,0,0,0,0,0,0,8,8,6,"2,144","2,144","1,116",2,0,0,1,1,1,1,1,0,0,0,0,0,0,"1,994","1,994","1,016",0,1,0,16,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,195,10,10,0,0
Season 09,Hanzo,Damage,71,8,0,0,41,10,166,23,18,"120,132","17,851","6,542",72,0,0,183,26,13,112,18,7,1,2,0,0,0,"103,566","13,321","6,542",2,13,0,129,54,61,14,638,230,0,0,0,0,0,0,0,0,14,2,"6,081","1,031",70,0,0
Season 09,Illari,Support,34,13,0,0,6,3,57,13,5,"23,736","5,435","2,536",31,0,0,62,16,13,27,9,4,0,2,0,"54,636","8,725","21,825","5,155","2,396",2,13,0,50,19,24,9,55,19,6,2,0,0,0,0,"2,678",638,3,2,"3,274",230,40,"3,468",1
Season 09,Junker Queen,Tank,94,14,0,0,5,2,670,90,53,"83,460","14,048","5,038",46,0,0,166,31,21,72,14,7,0,3,0,"16,977","3,707","74,754","12,987","4,985",3,21,0,702,173,91,21,909,176,0,0,0,0,0,0,"16,977","3,707",2,1,"4,419",904,42,0,1
Season 09,Junkrat,Damage,27,4,0,0,0,0,0,0,0,"42,163","8,266","7,708",13,0,0,56,24,11,29,10,3,0,2,0,0,0,"33,324","7,293","5,235",2,11,0,33,13,17,7,52,19,11,4,0,0,0,0,0,0,6,2,"1,789",258,24,0,1
Season 09,Kiriko,Support,108,34,0,0,6,2,133,14,9,"46,754","3,627","1,921",116,359,34,139,13,8,31,4,17,0,7,0,"218,293","22,249","38,814","3,031","1,921",7,8,0,535,67,61,10,"1,719",203,105,15,0,0,0,0,0,0,3,1,"12,202","1,633",62,0,0
Season 09,Lifeweaver,Support,19,19,0,0,2,1,126,25,23,"7,773","1,057",808,38,150,20,30,5,5,11,3,8,0,3,0,"100,880","14,220","6,879",842,740,3,5,0,308,140,13,4,757,140,0,0,0,0,0,0,"7,133","1,135",1,1,"5,196",497,54,0,1
Season 09,Lúcio,Support,140,19,0,0,2,1,200,19,14,"59,112","5,915","3,292",108,147,17,176,17,11,31,3,16,0,5,0,"110,132","9,284","51,792","4,178","1,919",5,11,0,948,196,71,10,"1,126",196,125,15,0,0,0,0,"22,841","2,071",1,1,"9,096",934,39,0,0
Season 09,Mauga,Tank,15,8,"9,030","4,111",0,0,312,108,56,"24,633","9,601","5,417",15,13,6,24,12,9,9,5,1,0,0,0,"3,680","1,363","22,786","9,056","5,228",0,9,0,46,23,8,5,55,31,14,7,0,0,0,0,"2,936","1,119",1,1,986,168,50,0,0
Season 09,Mei,Damage,138,11,0,0,0,0,0,0,0,"396,436","28,028","12,748",80,0,0,225,22,12,87,8,12,0,5,0,"14,939","1,045","109,556","8,867","4,787",5,12,0,622,69,87,7,929,108,96,11,0,0,0,0,"14,939","1,045",8,2,"8,285","1,490",64,0,1
Season 09,Mercy,Support,15,29,0,0,3,1,34,8,6,"4,286",731,500,43,169,23,24,6,5,9,4,9,0,6,0,"96,691","12,052","3,521",717,491,6,5,0,114,37,9,2,250,43,86,16,0,0,0,0,"8,063","1,066",0,0,"5,620",937,50,0,1
Season 09,Moira,Support,580,41,0,0,0,0,0,0,0,"251,330","12,704","4,307",208,824,43,791,41,16,211,17,33,0,17,0,"477,420","20,100","229,467","11,437","4,153",17,16,0,"1,681",213,372,25,"2,706",213,0,0,0,0,0,0,"73,228","3,298",8,2,"23,830","4,208",75,0,0
Season 09,Orisa,Tank,20,4,0,0,2,1,155,42,42,"34,810","8,923","6,413",13,0,0,40,15,15,19,7,2,0,1,0,0,0,"25,371","6,413","6,413",1,15,0,145,43,22,8,193,50,10,4,0,0,0,0,0,0,3,3,"1,308",271,35,0,0
Season 09,Ramattra,Tank,11,2,0,0,0,0,71,40,30,"13,337","5,687","3,988",5,0,0,17,9,9,6,3,1,0,0,0,295,225,"9,339","4,029","3,020",0,9,0,84,25,10,4,93,30,5,2,0,0,0,0,0,0,0,0,554,169,42,0,1
Season 09,Reaper,Damage,123,1,0,0,24,4,"2,536",230,130,"137,830","14,929","5,084",57,0,0,244,25,13,121,16,11,0,7,0,"21,540","1,827","110,128","9,764","5,084",7,13,0,572,96,95,12,887,121,0,0,0,0,0,0,"21,540","1,827",11,3,"7,217","1,318",39,0,0
Season 09,Reinhardt,Tank,4,0,0,0,0,0,0,0,0,"4,679","3,779","1,682",5,0,0,6,6,2,2,2,0,0,0,0,0,0,"4,164","3,264","1,360",0,2,0,31,31,5,5,31,31,0,0,0,0,0,0,0,0,0,0,311,14,10,0,0
Season 09,Roadhog,Tank,2,1,0,0,1,1,37,37,35,"5,357","5,357","3,400",4,0,0,6,6,5,1,1,0,0,0,0,"1,477","1,477","4,582","4,582","3,155",0,5,0,21,21,2,2,33,33,1,1,0,0,0,0,"1,477","1,477",0,0,245,37,15,0,0
Season 09,Sigma,Tank,122,6,0,0,0,0,0,0,0,"147,366","21,122","9,597",49,0,0,203,31,16,81,17,9,0,5,0,0,0,"126,536","18,982","8,933",5,16,0,656,129,87,13,"1,592",386,34,0,0,0,0,0,0,0,2,1,"6,402","1,598",50,0,1
Season 09,Sojourn,Damage,47,3,0,0,2,1,453,63,44,"70,595","8,928","5,767",51,0,0,98,14,13,51,9,6,0,2,0,0,0,"61,861","7,784","5,250",2,13,0,201,43,37,9,429,93,0,0,0,0,0,0,0,0,4,2,"4,172",438,53,0,0
Season 09,Soldier: 76,Damage,115,4,0,0,15,2,399,47,29,"137,721","12,340","7,564",72,36,7,243,23,17,128,17,9,0,4,0,"19,936","1,640","115,900","11,712","7,326",4,17,0,345,93,84,12,655,93,0,0,0,0,0,0,"10,072",939,13,2,"6,959","1,355",58,0,1
Season 09,Sombra,Damage,165,11,0,0,17,2,887,68,34,"132,092","11,353","4,450",95,0,0,287,25,12,122,9,12,0,5,0,"1,526",295,"116,135","9,465","4,450",5,12,0,332,41,85,12,740,84,109,11,0,0,0,0,0,0,26,3,"9,263","1,379",45,0,1
Season 09,Symmetra,Damage,64,5,0,0,0,0,0,0,0,"45,069","7,258","4,368",22,0,0,80,13,11,16,4,3,1,2,0,215,81,"39,413","7,204","4,314",2,11,0,211,98,37,9,292,98,0,0,0,0,0,0,0,0,2,1,"2,698",476,59,0,1
Season 09,Torbjörn,Damage,74,4,0,0,15,4,127,30,16,"77,029","21,143","8,393",27,0,0,128,37,18,54,13,6,0,4,0,0,0,"56,692","14,790","5,539",4,18,0,117,33,39,18,216,120,0,0,0,0,0,0,0,0,9,2,"3,206",744,53,0,1
Season 09,Tracer,Damage,176,0,0,0,14,3,"1,912",156,64,"147,110","11,745","5,438",113,0,0,320,31,15,144,16,16,0,10,0,0,0,"132,437","9,716","5,267",10,15,0,634,133,103,12,825,133,0,0,0,0,0,0,"16,544","1,532",24,3,"10,412","1,439",43,0,1
