Season (raw),Hero (raw),Role (raw),Assists (raw),Assists - Most in Game (raw),Critical Hit Damage (raw),Critical Hit Damage - Most in Game (raw),Critical Hit Kills (raw),Critical Hit Kills - Most in Game (raw),Critical Hits (raw),Critical Hits - Most in Game (raw),Critical Hits - Most in Life (raw),Damage Done (raw),Damage Done - Most in Game (raw),Damage Done - Most in Life (raw),Deaths (raw),Defensive Assists (raw),Defensive Assists - Most in Game (raw),Eliminations (raw),Eliminations - Most in Game (raw),Eliminations - Most in Life (raw),Final Blows (raw),Final Blows - Most in Game (raw),Games Played (raw),Games Tied (raw),Games Won (raw),Healing Accuracy - Best in Game (raw),Healing Done (raw),Healing Done - Most in Game (raw),Hero Damage Done (raw),Hero Damage Done - Most in Game (raw),Hero Damage Done - Most in Life (raw),Hero Wins (raw),Kill Streak - Best (raw),Melee Kills (raw),Obj Contest Time (raw),Obj Contest Time - Most in Game (raw),Objective Kills (raw),Objective Kills - Most in Game (raw),Objective Time (raw),Objective Time - Most in Game (raw),Offensive Assists (raw),Offensive Assists - Most in Game (raw),Scoped Accuracy - Best in Game (raw),Scoped Critical Hit Kills (raw),Scoped Critical Hits (raw),Scoped Critical Hits - Most in Game (raw),Self Healing (raw),Self Healing - Most in Game (raw),Solo Kills (raw),Solo Kills - Most in Game (raw),Time Played (raw),Time Spent on Fire (raw),Time Spent on Fire - Most in Game (raw),Ultimate Damage (raw),Weapon Accuracy - Best in Game (raw)
Season 09,Widowmaker,Damage,19,4,0,0,34,6,89,11,11,"39,620","4,940","4,940",41,0,0,69,9,7,50,7,5,0,1,0,0,0,"36,880","4,700","4,700",1,7,0,7,3,10,3,18,4,0,0,1,34,74,10,0,0,18,3,"3,270",346,33,0,1
Season 09,Winston,Tank,63,6,0,0,0,0,0,0,0,"51,421","10,118","4,336",32,0,0,98,24,13,35,6,4,0,1,0,0,0,"47,500","9,702","3,856",1,13,28,285,52,30,8,520,85,0,0,0,0,0,0,0,0,2,1,"3,156",546,36,0,1
Season 09,Wrecking Ball,Tank,3,3,0,0,0,0,4,4,4,459,459,459,0,0,0,3,3,3,0,0,0,0,0,0,0,0,419,419,419,0,3,0,10,10,3,3,10,10,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
Season 09,Zarya,Tank,79,6,0,0,0,0,0,0,0,"75,840","15,132","8,876",40,26,6,139,24,13,60,14,5,0,4,0,0,0,"63,062","11,564","5,526",4,13,0,663,174,80,18,820,174,16,4,0,0,0,0,0,0,1,1,"3,646",737,50,0,1
Season 09,Zenyatta,Support,53,22,0,0,5,2,43,8,5,"34,765","5,451","4,213",35,101,19,82,15,15,29,8,5,0,2,0,"36,521","7,160","26,706","4,612","3,403",2,15,0,47,20,32,11,183,64,52,13,0,0,0,0,"1,373",438,1,1,"3,073",462,42,0,0
Season 10,Ana,Support,189,27,0,0,0,0,0,0,0,"78,682","5,995","2,868",121,344,26,236,20,10,47,9,20,0,11,0,"259,421","23,376","66,179","5,779","2,688",11,10,0,347,56,98,12,"1,926",160,210,16,1,0,0,0,"4,059",431,6,2,"15,298","2,324",96,0,0
Season 10,Ashe,Damage,188,9,0,0,61,7,362,37,17,"235,241","18,865","8,359",91,0,0,370,26,23,182,17,15,0,9,0,0,0,"205,692","17,407","7,659",9,23,0,294,99,105,13,727,144,0,0,1,53,255,27,0,0,36,4,"10,717","2,068",54,0,1
Season 10,Baptiste,Support,95,23,0,0,8,2,211,24,24,"67,087","7,060","4,692",73,241,28,164,23,9,69,8,13,1,6,1,"165,380","17,902","53,839","5,595","3,732",6,9,0,259,38,65,8,791,176,27,4,0,0,0,0,"11,291","1,072",5,2,"8,911","1,342",46,0,1
Season 10,Bastion,Damage,87,4,0,0,5,2,180,29,14,"120,955","15,819","9,592",44,0,0,162,19,13,75,10,6,0,2,0,0,0,"92,443","13,575","6,477",2,13,0,179,74,67,9,448,89,0,0,0,0,0,0,0,0,9,2,"4,557","1,145",43,0,0
Season 10,Brigitte,Support,83,32,0,0,0,0,0,0,0,"38,283","5,234","2,083",55,209,36,123,20,9,40,5,8,0,6,0,"86,247","12,959","35,000","4,999","2,083",6,9,0,453,117,51,12,659,124,56,0,0,0,0,0,"11,276",0,2,1,"4,908",864,46,0,0
Season 10,Cassidy,Damage,292,5,0,0,75,7,570,32,11,"390,771","25,334","7,034",223,0,0,696,44,17,404,27,33,0,17,0,0,0,"351,513","19,559","6,560",17,17,0,"1,194",151,276,19,"1,728",151,0,0,0,0,0,0,0,0,62,7,"20,542","4,154",57,0,1
Season 10,D.Va,Tank,2,2,0,0,1,1,58,58,38,"2,660","2,660","1,687",2,0,0,5,5,3,3,3,0,0,0,0,0,0,"1,421","1,421",747,0,3,0,12,12,3,3,12,12,0,0,0,0,0,0,0,0,1,1,171,26,15,0,0
Season 10,Doomfist,Tank,1,1,0,0,0,0,27,27,27,"3,139","3,139","2,931",1,0,0,4,4,3,2,2,0,0,0,0,300,300,"2,544","2,544","2,336",0,3,0,9,9,1,1,12,12,0,0,0,0,0,0,0,0,1,1,115,37,29,0,0
Season 10,Echo,Damage,63,3,0,0,2,1,260,33,32,"77,417","7,335","5,473",42,0,0,115,13,9,51,5,6,0,3,0,854,498,"62,076","6,004","5,160",3,9,0,109,20,41,6,316,52,0,0,0,0,0,0,0,0,11,3,"4,313",517,29,0,0
Season 10,Genji,Damage,5,0,0,0,0,0,3,3,2,"2,149","2,149",976,3,0,0,8,8,6,3,3,0,0,0,0,0,0,"2,055","2,055",936,0,6,0,24,24,3,3,24,24,0,0,0,0,0,0,0,0,0,0,243,10,10,0,0
Season 10,Hanzo,Damage,105,13,0,0,51,8,179,25,9,"164,241","20,609","8,768",79,0,0,281,37,16,176,27,11,1,5,0,0,0,"137,867","18,332","6,523",5,16,0,173,53,84,11,743,129,0,0,0,0,0,0,0,0,31,5,"8,225","1,592",60,0,1
Season 10,Illari,Support,62,23,0,0,10,2,114,23,14,"45,995","8,313","5,500",45,0,0,108,28,18,46,12,6,0,3,0,"89,842","18,633","42,370","8,188","5,500",3,18,0,129,25,46,9,458,174,9,4,0,0,0,0,"5,710","1,094",1,1,"5,135",692,68,"8,675",1
Season 10,Junker Queen,Tank,4,1,0,0,1,1,33,33,33,"4,677","4,677","4,648",1,0,0,6,6,6,2,2,0,0,0,0,766,766,"3,965","3,965","3,936",0,6,0,1,1,0,0,1,1,0,0,0,0,0,0,766,766,0,0,154,1,1,0,0
Season 10,Junkrat,Damage,27,4,0,0,0,0,0,0,0,"45,909","14,775","4,104",28,0,0,61,16,6,34,10,3,0,2,0,0,0,"40,001","14,650","3,025",2,6,0,78,27,22,6,103,27,17,4,0,0,0,0,0,0,5,2,"2,156",350,34,0,0
Season 10,Kiriko,Support,84,31,0,0,19,4,127,12,10,"43,389","2,561","1,539",138,435,30,125,10,6,41,5,21,0,6,0,"298,928","14,272","36,776","2,426","1,504",6,6,0,792,106,54,5,"1,831",148,148,11,0,0,0,0,0,0,5,2,"15,253","1,707",57,0,1
Season 10,Lifeweaver,Support,12,31,0,0,0,0,67,17,16,"4,993","1,294","1,014",18,64,32,15,4,3,3,1,3,0,0,0,"51,258","17,798","4,284","1,126",826,0,3,0,63,22,4,2,180,128,0,0,0,0,0,0,"2,122",747,1,1,"2,464",228,29,0,0
Season 10,Lúcio,Support,113,18,0,0,7,2,178,36,18,"48,169","6,938","2,921",64,126,18,155,21,19,40,7,10,0,8,0,"78,667","13,642","43,774","6,893","2,751",8,19,0,550,96,64,13,706,108,106,15,0,0,0,0,"16,942","2,355",5,2,"6,380",937,56,0,0
Season 10,Mauga,Tank,6,5,"5,012","3,480",1,1,220,151,65,"13,850","9,087","4,977",6,6,4,9,5,4,3,2,1,0,0,0,"2,628","1,938","11,880","7,782","4,025",0,4,0,56,40,1,1,156,118,5,3,0,0,0,0,"2,024","1,458",0,0,515,131,47,0,0
Season 10,Mei,Damage,55,9,0,0,0,0,0,0,0,"147,407","23,385","9,349",33,0,0,84,18,11,29,6,4,0,2,0,"8,326","1,049","40,968","5,558","3,049",2,11,0,408,98,45,14,483,102,38,9,0,0,0,0,"8,326","1,049",4,2,"3,221",645,45,0,1
Season 10,Mercy,Support,2,17,0,0,1,1,8,5,3,"1,103",595,340,5,31,17,3,2,1,1,1,1,0,0,0,"15,132","8,927","1,103",595,340,0,1,0,32,14,2,1,87,69,13,8,0,0,0,0,"1,252",876,1,1,905,201,35,0,0
Season 10,Moira,Support,135,21,0,0,0,0,0,0,0,"55,728","6,147","3,092",51,217,24,173,22,13,38,6,9,0,4,0,"139,133","15,726","51,060","6,049","2,968",4,13,0,357,50,68,11,584,121,0,0,0,0,0,0,"18,940","2,738",3,2,"6,055",994,44,0,0
Season 10,Orisa,Tank,5,2,0,0,1,1,21,17,11,"5,791","3,422","2,369",3,0,0,9,5,5,4,2,0,0,0,0,0,0,"4,785","3,240","1,916",0,5,0,12,12,5,4,52,48,3,2,0,0,0,0,0,0,0,0,253,71,16,0,0
Season 10,Pharah,Damage,1,1,0,0,0,0,0,0,0,"3,405","3,405","3,387",1,0,0,3,3,3,2,2,0,0,0,0,0,0,"2,466","2,466","2,448",0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,119,34,19,0,0
Season 10,Ramattra,Tank,0,0,0,0,0,0,15,15,14,"1,016","1,016",564,2,0,0,0,0,0,0,0,0,0,0,0,0,0,838,838,449,0,0,0,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0
Season 10,Reaper,Damage,134,0,0,0,29,4,"3,300",376,123,"226,768","26,617","11,303",76,0,0,315,39,17,181,25,12,0,6,0,"29,450","3,570","151,456","16,740","6,804",6,17,0,810,123,123,19,"1,130",123,0,0,0,0,0,0,"29,450","3,570",25,5,"8,734","2,213",50,0,0
Season 10,Reinhardt,Tank,7,1,0,0,0,0,0,0,0,"18,258","8,509","4,443",14,0,0,27,19,12,20,13,1,0,0,0,0,0,"14,464","6,960","3,654",0,12,0,66,46,9,9,165,90,1,1,0,0,0,0,0,0,2,1,837,261,63,0,0
Season 10,Roadhog,Tank,3,2,0,0,0,0,38,38,30,"6,802","6,802","3,428",2,0,0,6,6,4,2,2,1,0,0,0,"3,661","3,661","5,988","5,988","3,428",0,4,0,58,58,2,2,66,66,2,2,0,0,0,0,"3,661","3,661",1,1,334,46,31,0,0
Season 10,Sigma,Tank,34,3,0,0,0,0,0,0,0,"37,588","11,978","6,222",14,0,0,48,17,12,14,5,3,0,1,0,0,0,"32,175","10,520","5,702",1,12,0,167,67,20,8,242,91,6,0,0,0,0,0,0,0,1,1,"1,681",258,67,0,1
Season 10,Sojourn,Damage,107,5,0,0,7,1,647,60,44,"130,916","15,878","6,217",56,0,0,208,20,14,101,10,10,0,7,0,0,0,"105,098","9,305","4,907",7,14,0,173,28,68,13,437,80,0,0,0,0,0,0,0,0,14,4,"6,267","1,157",61,0,0
Season 10,Soldier: 76,Damage,89,4,0,0,12,2,342,37,25,"103,849","12,813","9,543",54,30,4,163,18,16,74,10,7,0,2,0,"14,438","1,819","89,987","11,407","8,460",2,16,0,179,80,47,6,382,80,0,0,0,0,0,0,"7,823",886,17,2,"5,101",911,51,0,1
Season 10,Sombra,Damage,145,19,0,0,8,2,770,100,47,"107,107","14,523","5,873",79,0,0,208,47,19,63,15,10,0,5,0,"3,516","1,624","97,137","13,712","5,420",5,19,0,296,61,67,29,573,158,82,19,0,0,0,0,0,0,10,2,"7,184",908,48,0,1
Season 10,Symmetra,Damage,46,4,0,0,0,0,0,0,0,"44,882","10,237","10,237",33,0,0,74,16,16,28,11,3,0,2,0,369,241,"37,512","6,185","6,185",2,16,0,185,51,35,12,527,125,0,0,0,0,0,0,0,0,0,0,"2,650",481,42,0,1
Season 10,Torbjörn,Damage,0,0,0,0,0,0,4,4,4,"2,054","2,054","2,054",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,159","1,159","1,159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0
Season 10,Tracer,Damage,43,1,0,0,5,2,647,144,75,"41,755","10,067","4,244",27,0,0,88,21,12,45,12,4,0,3,0,0,0,"38,063","8,878","3,404",3,12,0,143,30,28,6,188,34,0,0,0,0,0,0,"4,219","1,197",8,4,"3,031",382,43,0,1
Season 10,Venture,Damage,4,2,0,0,0,0,0,0,0,"7,459","3,541","3,541",4,0,0,9,8,8,5,4,1,0,1,0,0,0,"6,260","3,032","3,032",1,8,0,27,25,1,1,27,25,0,0,0,0,0,0,0,0,1,1,403,45,22,0,1
Season 10,Widowmaker,Damage,33,8,0,0,28,7,65,14,9,"28,438","6,395","3,907",26,0,0,69,18,11,36,9,3,0,1,0,0,0,"24,604","5,975","3,172",1,11,0,11,5,9,3,96,32,0,0,1,28,52,13,0,0,11,4,"2,370",275,23,0,1
Season 10,Winston,Tank,19,2,0,0,0,0,0,0,0,"15,829","8,164","4,112",7,0,0,34,23,14,15,8,2,0,1,0,0,0,"14,125","7,803","4,050",1,14,10,30,14,9,5,68,27,0,0,0,0,0,0,0,0,0,0,812,98,22,0,1
Season 10,Wrecking Ball,Tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Season 10,Zarya,Tank,10,1,0,0,0,0,0,0,0,"8,650","3,831","3,831",2,1,1,18,9,9,8,3,1,0,0,0,0,0,"7,664","3,392","3,392",0,9,0,82,42,10,5,129,65,0,0,0,0,0,0,0,0,1,1,358,76,24,0,1
Season 10,Zenyatta,Support,3,4,0,0,0,0,0,0,0,"2,551","2,363","2,036",3,6,6,5,5,5,2,2,0,0,0,0,"1,039",584,"1,975","1,787","1,508",0,5,0,1,1,3,3,35,35,2,2,0,0,0,0,0,0,0,0,182,48,41,0,1
Season 11,Ana,Support,87,22,0,0,0,0,0,0,0,"31,467","3,809","2,661",37,117,21,105,15,8,18,3,8,0,5,0,"85,908","13,844","24,176","2,798","2,000",5,8,0,64,16,41,9,738,139,76,14,1,0,0,0,"1,648",405,1,1,"5,245",927,79,0,0
Season 11,Ashe,Damage,214,9,0,0,56,9,399,30,20,"284,732","18,782","13,538",108,0,0,407,31,17,193,17,18,0,10,0,0,0,"242,675","16,926","10,784",10,17,0,322,37,117,11,"1,070",155,0,0,1,47,265,23,0,0,32,8,"12,943","2,281",63,0,1
Season 11,Baptiste,Support,21,13,0,0,2,1,53,12,9,"14,060","3,521","2,047",30,50,11,29,10,10,8,4,4,0,1,1,"39,544","8,672","10,794","2,077","1,839",1,10,0,38,16,10,4,50,27,9,4,0,0,0,0,"2,948",474,1,1,"2,516",180,39,0,1
Season 11,Bastion,Damage,100,5,0,0,5,1,212,33,17,"176,275","30,280","11,351",49,0,0,197,37,14,97,20,7,0,4,0,0,0,"110,221","18,646","6,196",4,14,0,150,32,97,23,"1,035",180,0,0,0,0,0,0,0,0,4,2,"5,592","1,389",61,0,1
Season 11,Brigitte,Support,45,20,0,0,0,0,0,0,0,"19,087","3,455","1,711",33,107,23,64,15,15,19,6,4,0,2,0,"45,997","8,744","17,418","3,229","1,711",2,15,0,229,108,17,7,258,108,32,0,0,0,0,0,"4,947",0,0,0,"2,656",494,39,0,0
Season 11,Cassidy,Damage,139,3,0,0,28,5,218,24,10,"164,129","13,776","5,968",87,0,0,305,30,13,166,15,15,0,8,0,0,0,"143,977","12,244","4,766",8,13,0,664,241,123,22,767,241,0,0,0,0,0,0,0,0,23,3,"9,249","1,760",69,0,1
Season 11,Echo,Damage,29,1,0,0,3,1,107,34,25,"25,917","8,771","5,945",11,0,0,48,20,13,19,8,3,0,1,0,356,300,"21,665","6,505","4,771",1,13,0,171,98,24,14,244,102,0,0,0,0,0,0,0,0,2,1,"1,592",267,31,0,0
Season 11,Hanzo,Damage,46,12,0,0,24,7,89,24,19,"81,084","14,841","9,838",31,0,0,105,24,15,59,18,5,0,4,0,0,0,"62,250","10,071","8,025",4,15,0,73,37,43,15,369,107,0,0,0,0,0,0,0,0,11,3,"3,621",806,51,0,1
Season 11,Illari,Support,7,2,0,0,1,1,15,6,4,"7,722","2,801","1,997",11,0,0,11,5,2,4,3,1,0,0,0,"9,599","3,186","6,094","2,676","1,872",0,2,0,33,18,4,2,33,18,0,0,0,0,0,0,552,228,1,1,745,41,15,"1,241",1
Season 11,Junkrat,Damage,4,2,0,0,0,0,0,0,0,"5,819","2,702","2,702",5,0,0,4,3,3,0,0,0,0,0,0,0,0,"5,084","2,702","2,702",0,3,0,9,4,0,0,10,4,3,2,0,0,0,0,0,0,0,0,293,15,11,0,0
Season 11,Kiriko,Support,51,33,0,0,7,2,54,13,7,"20,747","3,643","1,319",58,208,33,71,14,8,20,5,8,0,4,0,"106,203","16,409","18,249","3,643","1,319",4,8,0,472,144,38,8,849,144,71,12,0,0,0,0,0,0,1,1,"6,071",774,54,0,1
Season 11,Lifeweaver,Support,5,7,0,0,0,0,49,19,15,"2,187",883,580,18,26,7,7,4,4,2,1,2,0,1,0,"25,031","7,136","1,541",541,389,1,4,0,49,20,2,1,104,44,0,0,0,0,0,0,"1,554",351,0,0,"1,481",178,43,0,0
Season 11,Lúcio,Support,46,22,0,0,1,1,63,17,8,"19,964","4,879","2,057",22,64,19,54,15,7,8,3,4,0,3,0,"34,183","9,281","15,226","3,459","1,356",3,7,0,329,155,26,9,362,155,42,14,0,0,0,0,"6,070","1,557",0,0,"2,484",428,41,0,0
Season 11,Mei,Damage,1,1,0,0,0,0,0,0,0,"16,072","9,018","4,354",3,0,0,4,3,3,3,2,1,0,0,0,790,599,"4,757","2,794","1,577",0,3,0,8,8,0,0,32,28,1,1,0,0,0,0,790,599,0,0,349,26,20,0,1
Season 11,Mercy,Support,7,35,0,0,0,0,12,4,3,"2,372","1,410",650,17,106,33,10,4,2,3,2,3,0,2,0,"44,762","16,916","1,788",905,410,2,2,0,23,9,3,3,198,68,35,12,0,0,0,0,"3,244","1,105",0,0,"2,517",575,56,0,0
Season 11,Moira,Support,82,20,0,0,0,0,0,0,0,"36,984","5,748","3,215",31,133,20,113,17,10,31,8,7,0,3,0,"89,509","13,157","33,271","5,702","2,925",3,10,0,297,58,50,10,314,58,0,0,0,0,0,0,"12,690","2,225",1,1,"4,169",900,67,0,0
Season 11,Pharah,Damage,2,2,0,0,0,0,0,0,0,"4,500","4,500","4,500",1,0,0,8,8,8,5,5,0,0,0,0,0,0,"3,836","3,836","3,836",0,8,0,23,23,5,5,25,25,0,0,0,0,0,0,0,0,2,2,191,102,50,0,0
Season 11,Ramattra,Tank,17,8,0,0,0,0,118,118,38,"18,306","18,306","4,219",5,0,0,29,29,13,12,12,1,0,1,0,0,0,"14,560","14,560","3,431",1,13,0,64,64,15,15,169,169,8,8,0,0,0,0,0,0,1,1,661,156,43,0,0
Season 11,Reaper,Damage,44,1,0,0,12,3,"1,032",168,107,"67,341","19,095","9,003",27,0,0,99,36,22,55,17,4,0,2,0,"8,468","1,740","44,784","10,239","4,786",2,22,0,191,40,31,14,430,113,0,0,0,0,0,0,"8,468","1,740",11,3,"3,073",615,64,0,0
Season 11,Sigma,Tank,0,0,0,0,0,0,0,0,0,499,499,477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,325,325,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1
Season 11,Sojourn,Damage,66,3,0,0,3,2,493,70,50,"70,207","10,846","5,148",40,0,0,103,20,10,37,11,6,0,2,0,0,0,"60,723","9,362","4,610",2,10,0,136,56,37,5,298,70,0,0,0,0,0,0,0,0,3,1,"3,601",622,48,0,0
Season 11,Soldier: 76,Damage,61,2,0,0,6,2,220,44,21,"91,496","14,402","8,587",36,15,4,127,20,17,66,10,6,0,3,0,"9,420","1,294","70,390","9,670","7,102",3,17,0,196,153,36,8,360,153,0,0,0,0,0,0,"5,796",870,13,3,"3,978",824,60,0,0
Season 11,Sombra,Damage,8,1,0,0,0,0,64,34,21,"9,525","4,023","2,749",7,0,0,19,6,6,11,3,1,0,0,0,22,14,"8,764","4,023","2,749",0,6,0,59,32,7,4,77,32,3,1,0,0,0,0,0,0,3,1,770,61,32,0,0
Season 11,Symmetra,Damage,10,3,0,0,0,0,0,0,0,"7,190","4,098","2,753",5,0,0,14,6,5,4,3,1,0,0,0,130,123,"6,200","4,075","2,730",0,5,0,22,14,3,2,39,19,0,0,0,0,0,0,0,0,0,0,529,40,15,0,0
Season 11,Tracer,Damage,13,0,0,0,3,2,310,97,44,"15,684","4,772","2,344",18,0,0,24,8,5,11,5,2,0,0,0,0,0,"13,759","3,676","2,054",0,5,0,43,24,11,5,56,31,0,0,0,0,0,0,"2,063",393,1,1,"1,274",77,21,0,1
Season 11,Widowmaker,Damage,87,12,0,0,99,9,225,23,9,"97,241","11,705","5,563",97,0,0,240,28,13,153,15,12,0,5,0,0,0,"87,939","11,464","5,322",5,13,0,23,5,49,9,338,61,0,0,1,99,163,21,0,0,50,8,"8,066","1,169",55,0,1
Season 11,Zenyatta,Support,0,0,0,0,0,0,1,1,1,894,456,456,2,0,0,0,0,0,0,0,0,0,0,0,97,72,894,456,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,1
Season 12,Ana,Support,40,25,0,0,0,0,0,0,0,"26,220","5,787","3,474",29,93,23,51,14,7,11,5,6,0,2,0,"76,318","20,311","17,644","4,656","3,072",2,7,0,59,26,28,8,635,163,52,13,1,0,0,0,"1,502",374,1,1,"4,469",639,43,0,0
Season 12,Ashe,Damage,337,7,0,0,78,7,633,25,18,"455,508","14,160","9,069",214,0,0,660,25,17,319,20,29,0,16,0,0,0,"378,829","11,425","9,014",16,17,0,780,143,177,9,"1,951",169,0,0,1,72,506,23,0,0,51,4,"21,253","3,703",54,0,1
Season 12,Baptiste,Support,3,5,0,0,0,0,11,8,5,"2,392","1,005","1,005",6,10,5,3,2,2,0,0,1,0,0,1,"8,987","3,460","1,953",932,685,0,2,0,17,10,0,0,43,26,0,0,0,0,0,0,861,346,0,0,484,29,15,0,0
Season 12,Bastion,Damage,49,3,0,0,6,1,111,20,9,"73,704","14,212","5,348",29,0,0,84,14,14,35,8,3,0,1,0,0,0,"47,992","8,682","4,846",1,14,0,121,95,36,11,365,95,0,0,0,0,0,0,0,0,1,1,"2,595",498,55,0,0
Season 12,Brigitte,Support,15,12,0,0,0,0,0,0,0,"7,607","2,378","1,189",17,45,15,20,8,6,5,3,2,0,1,0,"18,566","6,076","7,300","2,193","1,067",1,6,0,39,13,10,5,156,107,11,0,0,0,0,0,"2,403",0,0,0,"1,364",178,54,0,0
Season 12,Cassidy,Damage,397,4,0,0,94,8,760,31,16,"516,117","15,351","6,472",321,0,0,859,30,13,462,18,49,0,22,0,0,0,"455,913","14,455","6,088",22,13,0,"1,498",168,318,13,"2,551",184,0,0,0,0,0,0,0,0,54,3,"29,252","4,818",62,0,1
Season 12,D.Va,Tank,8,6,0,0,0,0,223,223,108,"8,666","8,666","4,152",4,0,0,9,9,6,1,1,0,0,0,0,0,0,"4,438","4,438","2,103",0,6,0,57,57,1,1,57,57,0,0,0,0,0,0,0,0,0,0,382,91,35,0,0
Season 12,Doomfist,Tank,7,2,0,0,0,0,48,35,24,"4,465","2,547","1,887",2,0,0,11,7,6,4,3,0,0,0,0,196,196,"4,115","2,297","1,705",0,6,0,21,14,4,3,21,14,0,0,0,0,0,0,0,0,0,0,187,29,15,0,0
Season 12,Echo,Damage,66,3,0,0,3,1,263,52,43,"62,089","8,991","5,317",38,0,0,111,18,10,45,8,5,0,2,0,545,317,"51,031","7,220","4,231",2,10,0,100,25,36,6,303,50,0,0,0,0,0,0,0,0,5,3,"3,848",478,44,0,0
Season 12,Genji,Damage,78,2,0,0,3,1,142,26,10,"68,083","10,228","4,103",47,0,0,142,26,10,64,12,8,0,3,0,0,0,"59,136","9,686","4,022",3,10,0,239,47,52,12,387,70,0,0,0,0,0,0,0,0,7,2,"4,918",660,41,0,0
Season 12,Hanzo,Damage,93,14,0,0,37,4,116,14,7,"126,641","16,224","7,108",73,0,0,207,32,17,114,16,12,0,7,0,0,0,"97,820","13,253","5,551",7,17,0,178,31,71,9,646,142,0,0,0,0,0,0,0,0,16,4,"6,965","1,264",53,0,1
Season 12,Illari,Support,22,15,0,0,1,1,15,8,2,"13,203","6,935","4,716",10,0,0,30,15,6,8,4,2,0,1,0,"28,380","16,554","10,253","4,649","3,151",1,6,0,18,9,11,5,76,67,4,3,0,0,0,0,"1,086",732,0,0,"1,534",209,45,"2,445",1
Season 12,Junker Queen,Tank,39,9,0,0,5,4,402,157,89,"42,558","14,421","7,366",15,0,0,83,29,18,44,18,4,0,3,0,"9,318","3,617","37,636","14,338","7,283",3,18,0,226,140,33,17,276,140,0,0,0,0,0,0,"9,318","3,617",6,3,"1,916",542,89,0,0
Season 12,Junkrat,Damage,0,0,0,0,0,0,0,0,0,"1,683","1,683","1,347",2,0,0,2,2,1,2,2,0,0,0,0,0,0,"1,022","1,022",686,0,1,0,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0
Season 12,Juno,Support,468,37,0,0,0,0,0,0,0,"224,462","13,298","4,397",209,0,0,631,37,13,163,12,41,0,28,0,"497,966","27,765","178,160","8,403","3,812",28,13,0,872,72,263,19,"2,692",249,0,0,0,0,0,0,0,0,11,2,"26,986","3,911",52,0,0
Season 12,Kiriko,Support,34,29,0,0,3,2,45,10,6,"19,185","4,327","1,880",36,120,26,50,15,9,16,6,5,1,2,0,"71,432","18,965","16,706","3,787","1,686",2,9,0,169,48,23,6,337,166,45,13,0,0,0,0,0,0,1,1,"3,939",489,49,0,0
Season 12,Lifeweaver,Support,14,15,0,0,1,1,47,24,17,"4,049","1,815","1,245",13,46,16,15,9,6,1,1,2,0,1,0,"29,450","8,959","2,492",859,498,1,6,0,83,33,9,6,274,110,0,0,0,0,0,0,"1,816",506,0,0,"1,642",95,17,0,0
Season 12,Lúcio,Support,5,5,0,0,0,0,7,4,2,"4,201","1,855",790,8,8,4,6,3,3,1,1,1,0,0,0,"8,568","3,129","2,779","1,061",724,0,3,0,45,29,4,2,99,68,6,4,0,0,0,0,"1,498",625,0,0,518,62,21,0,0
Season 12,Mei,Damage,142,12,0,0,0,0,0,0,0,"291,354","28,147","18,332",48,0,0,213,25,15,71,9,9,0,6,0,"12,083","1,102","85,964","8,387","4,834",6,15,0,648,211,102,15,"1,079",211,92,12,0,0,0,0,"12,083","1,102",5,1,"6,098","1,375",47,0,1
Season 12,Mercy,Support,2,17,0,0,0,0,10,6,6,947,320,320,15,34,12,3,2,2,1,1,2,0,1,0,"31,833","13,722",767,287,267,1,2,0,11,5,0,0,84,57,11,8,0,0,0,0,"1,741",709,0,0,"1,393",302,32,0,0
Season 12,Moira,Support,61,27,0,0,0,0,0,0,0,"28,300","8,822","2,654",37,104,33,80,23,10,19,7,5,0,2,0,"62,728","15,514","25,217","7,823","2,641",2,10,0,178,77,42,13,308,96,0,0,0,0,0,0,"8,453","2,289",2,1,"3,356",527,52,0,0
Season 12,Orisa,Tank,5,3,0,0,1,1,20,20,20,"3,396","3,396","3,396",0,0,0,8,8,8,3,3,0,0,0,0,0,0,"2,182","2,182","2,182",0,8,0,39,39,8,8,44,44,3,3,0,0,0,0,0,0,1,1,84,51,51,0,0
Season 12,Ramattra,Tank,13,2,0,0,1,1,86,42,23,"14,988","7,704","5,245",4,0,0,27,13,13,14,7,1,0,1,0,0,0,"12,299","6,432","4,329",1,13,0,56,19,12,7,70,30,5,2,0,0,0,0,0,0,1,1,606,145,31,0,0
